action,blood glucose,reward,meal,risk
0,73.724014,-23.854987707120536,0.0,8.2929848815297
0,71.42529,-25.24070977684902,0.0,9.957398981638008
0,68.9071,-26.708762798488912,0.0,11.715645228537008
0,66.397644,-28.09392456645405,0.0,13.546913782101736
0,64.12321,-29.23748563473365,0.0,15.43033634465352
0,62.301453,-29.985172028468853,0.0,17.345739715860923
0,61.1064,-30.241444486732107,0.0,19.27438994987993
0,60.64743,-29.992413461507805,0.0,21.199698330473066
0,61.019035,-29.234054024726007,0.0,23.10784533665957
0,62.31519,-27.979160628713835,0.0,24.988265274597712
0,64.575195,-26.31703533406476,0.0,26.8339311765104
0,67.51207,-24.62173919732651,0.0,28.64139412755479
0,70.349754,-23.44227956744185,0.0,30.410563729950905
0,72.20398,-23.08330835264952,0.0,32.144258316460665
0,72.19132,-23.909676462694268,0.0,33.84759069855795
0,69.53335,-26.423108321290925,0.0,35.527275466147564
0,64.07637,-30.88294001710492,0.0,37.19094274517043
0,56.603287,-36.98721572068384,0.0,38.84652505158238
0,48.106228,-44.43707937888866,0.0,40.50175740614645
0,41.187107,-49.139885807435135,0.0,42.16380497616526
0,39.0,-44.29424310986905,0.0,43.83901271787781
0,39.0,-40.5,0.0,45.53275957316476
0,39.0,-40.5,0.0,47.249394839185975
0,39.0,-40.5,0.0,48.99223431891238
0,39.0,-40.5,0.0,50.76359664130682
0,39.0,-40.5,0.0,52.56486405278
0,39.0,-40.5,0.0,54.39655596605205
0,39.0,-40.5,0.0,56.258407054621095
0,39.0,-40.5,0.0,58.14944449405672
0,39.0,-40.5,0.0,60.0680610704346
0,39.0,-40.5,0.0,62.0120823929469
0,39.0,-40.5,0.0,63.97882748511244
0,39.0,-40.5,0.0,65.96516270704191
0,39.0,-40.5,0.0,67.9675493817991
0,39.0,-40.5,0.0,69.98208574189505
0,39.0,-40.5,0.0,72.00454393654
0,39.0,-40.5,0.0,74.0304028885347
0,39.0,-40.5,6.666666666666667,76.0701486533023
0,39.0,-40.5,0.0,78.10437485250146
0,39.0,-40.5,0.0,79.73522575767325
0,39.0,-40.5,0.0,80.45863704135245
0,39.0,-40.5,0.0,80.00303267877484
0,39.0,-40.5,0.0,78.33156539808216
0,39.0,-40.5,0.0,75.58087644239792
0,39.0,-40.5,0.0,71.9898364257047
0,39.0,-40.5,0.0,67.83665314529202
0,39.0,-40.5,0.0,63.39412427328086
0,39.0,-40.5,0.0,58.90372107506903
0,39.0,-40.5,0.0,54.5623161767172
0,39.0,-40.5,0.0,50.513968106468624
0,39.0,-40.5,0.0,46.84443580443145
0,39.0,-40.5,0.0,43.58255041012647
0,39.0,-40.5,0.0,40.71153256531399
0,39.0,-40.5,0.0,38.186521901116976
0,39.0,-40.5,0.0,35.951413788673975
0,39.0,-40.5,0.0,33.95071400408404
0,39.0,-40.5,0.0,32.1358916680718
0,39.0,-40.5,0.0,30.46765314454888
0,39.0,-40.5,0.0,28.91582535562381
0,39.0,-40.5,0.0,27.458115779341284
0,39.0,-40.5,0.0,26.07852080292058
0,39.0,-40.5,0.0,24.765785606291853
0,39.0,-40.5,0.0,23.512090088024248
0,39.111176,-40.24167630427471,0.0,22.31200865721221
0,40.28678,-37.77867849872628,0.0,21.161729031053586
0,43.77061,-32.59949673494085,0.0,20.058489410255333
0,48.96835,-28.771645641815617,0.0,19.00018738122778
0,55.33286,-25.935155449339845,0.0,17.98511738025819
0,62.172718,-23.736824642754605,0.0,17.01180076661994
0,68.7964,-21.84449956299298,0.0,16.07888044193323
0,74.51234,-20.26920446242208,0.0,15.185059092564558
0,78.628944,-19.26179951935789,0.0,14.32906599692657
0,80.45469,-19.22483793072232,0.0,13.509641874819623
0,79.298065,-20.692373251949768,0.0,12.725534616925705
0,74.46762,-24.41333073866701,0.0,11.975501144112297
0,70.8074,-26.110877121198257,0.0,11.258312331893803
0,75.3361,-20.493301392504765,0.0,10.572759087512608
0,80.74665,-17.879028718708238,0.0,9.91765843842227
0,86.66578,-15.2224207259451,0.0,9.291858996861391
0,92.72024,-12.580437729396184,0.0,8.694245489804018
0,98.536835,-10.045364107213253,0.0,8.12374224657313
0,103.742424,7.381270791612255,0.0,7.579315659346571
0,107.963905,7.169413843135317,0.0,7.059975703067201
0,110.828224,7.051281886902489,0.0,6.564776640023524
0,111.96235,7.007095086292148,0.0,6.092817053274243
0,111.06323,6.994973910893305,0.0,5.64323936040436
0,108.24729,6.95392461411311,0.0,5.215228960063718
0,104.26017,6.850469722218438,0.0,4.808013161540518
0,99.98739,-10.287906476633292,0.0,4.42086004406134
0,96.31451,-12.19698491561592,0.0,4.053077388419472
0,94.0474,-13.252012253460077,0.0,3.704011819066622
0,93.51342,-13.314978698168655,0.0,3.373048289565339
0,94.32206,-12.731430125326474,0.0,3.0596100374148936
0,95.92339,-11.84277469832556,0.0,2.7631591243123275
0,97.76758,-10.91855664059051,0.0,2.483197662759
0,99.34324,-10.181738871162004,0.0,2.2192698064270004
0,100.36926,7.084935448553028,0.0,1.970964545235363
0,100.90984,7.041500681085623,0.0,1.737919289985539
0,101.105995,7.014513089911953,0.0,1.5198241464532114
0,101.0988,6.999472797173308,0.0,1.316426653311422
0,101.02855,6.994831553451677,0.0,1.1275365795736392
0,101.03039,7.000135996210825,0.0,0.953030136843746
0,101.2317,7.014709156266113,0.0,0.7928526654714535
0,101.75797,7.0370319706135405,0.0,0.6470185393498549
0,102.73449,7.063346707489428,0.0,0.5156067916965147
0,104.27226,7.086010573148717,0.0,0.3987509480022604
0,106.398544,7.092390562159927,0.0,0.296621958209433
0,109.01513,7.073771517052925,0.0,0.2094041020398802
0,111.99538,7.033955907693584,0.0,0.1372652714000749
0,115.21198,6.981291048988192,0.0,0.0803247786874832
0,118.541245,6.924907761919005,0.0,0.038623183624174
0,121.88434,6.872160109513082,0.0,0.0120989258034619
0,125.18012,6.826648507247698,0.0,0.0005754931991884
0,128.37581,6.790535103018077,0.0,0.0037607295008879
0,131.41867,6.7655014839051,0.0,0.0212574356196526
0.1,134.25769,6.752533653478801,0.0,0.0525824044417287
[0.],136.85094,6.751326939505295,0.0,0.0971846544847586
0.1,139.16946,6.760451567474154,0.0,0.1544244177257586
[0.],141.18573,-10.8137126397876,0.0,0.2235024129160251
0.1,142.87001,-11.628018889968422,0.0,0.3033761487272018
[0.],144.19,-12.251493497202556,0.0,0.3926873396758729
0.1,145.11104,-12.667352898910533,0.0,0.4897223526332434
[0.],145.59636,-12.85796455818672,0.0,0.5924036474043722
[0.],145.60765,-12.805222526402137,0.0,0.6983190859825472
[0.],145.10555,-12.49091837764692,0.0,0.8047890868878743
0.1,143.29942,-11.43247246177248,0.0,0.9090375575625662
0.1,140.07379,-9.670266355087122,0.0,1.0083844680637652
0.1,138.18163,7.201638366129193,0.0,1.100307081541028
0.1,137.40384,7.079872911568637,0.0,1.182337175617365
0.1,137.52017,6.988167391154384,0.0,1.251936661614691
0.1,138.30807,6.918805217576724,0.0,1.3064427519799449
[0.],139.54247,6.869166936111383,0.0,1.3431017825280551
[0.],140.99611,-10.657655658718316,0.0,1.3592011415654044
0.1,142.44112,-11.384952895601526,0.0,1.3523654731087964
0.1,143.65138,-11.967653678296944,0.0,1.3209599069864366
[0.],144.41118,-12.296648789528176,0.0,1.264332363211291
[0.],144.54802,-12.29056687779358,0.0,1.1828588874552826
0.1,143.95226,-11.904393272604365,0.0,1.078043311478578
0.1,142.53134,-11.098278127037828,0.0,0.9527071119942808
[0.05323583],140.19711,-9.835255173969363,0.0,0.8110495649322904
[0.],136.88815,7.346971929497076,0.0,0.6585753247514258
[0.],132.6853,7.39275644254533,0.0,0.5020933769895967
0.1,127.881676,7.376524570130125,0.0,0.3498392941517598
0,122.82043,7.303265164931255,0.0,0.2115837353132249
0,117.848465,7.192533569607748,0.0,0.0986007206824348
0,113.28028,7.072899693340379,0.0,0.0235698330478005
0,109.21887,6.970855941393312,0.0,0.0004569190259925
0,105.4486,6.884687297257775,0.0,0.0442906542751062
0,101.685455,6.790835106219317,0.0,0.170814696920997
0,97.64799,-11.516749329206435,0.0,0.3960416495833314
0,93.09797,-13.997398983313133,0.0,0.735742471473706
0,88.046745,-16.813809097521577,0.0,1.2049026061251198
0,82.87873,-19.709378932268372,0.0,1.817172629405006
0,78.06013,-22.353671804572624,0.0,2.5843386819319614
0,74.055244,-24.39079314251168,0.0,3.5158362525212445
0,71.272964,-25.51299798385807,0.0,4.618329347867055
0,69.80168,-25.767045089917215,0.0,5.895375030236192
0,69.24998,-25.63681367364148,5.0,7.347438328879495
0,69.12659,-25.496130021514016,0.0,8.964272740582329
0,68.97551,-25.58544172998437,0.0,10.693992265206877
0,68.407326,-26.075982664432743,0.0,12.457204688334487
0,67.2455,-26.97105376565961,0.0,14.174336956101431
0,65.6438,-28.047272922207327,0.0,15.775790449383909
0,63.812626,-29.163650162695312,0.0,17.20703157718361
0,61.946556,-30.206945950330752,0.0,18.431405703287083
0,60.21672,-31.07298815331015,0.0,19.43123573802
0,58.707592,-31.75051048666021,0.0,20.20755249699204
0,57.37874,-32.34372484051946,0.0,20.778724850799662
0,56.15879,-32.922148272822795,0.0,21.17776663807017
0,54.97372,-33.53753194213935,0.0,21.4474418074199
0,53.750523,-34.23832658279608,0.0,21.632757843758736
0,52.422554,-35.06624789374204,0.0,21.77267510957777
0,50.93415,-36.0552431166052,0.0,21.894457597762766
0,49.242195,-37.23436780012565,0.0,22.01255229593995
0,47.314438,-38.633375274461926,0.0,22.13100797055334
0,46.591843,-37.614864265938245,0.0,22.24721628742366
0,48.43358,-33.518765887187925,0.0,22.355328075753683
0,49.73868,-33.63485321649004,0.0,22.44869373275438
0,50.55237,-33.833923407308134,0.0,22.52131697344982
0,50.91877,-34.15016650932098,0.0,22.568554256694963
0,50.88067,-34.59997563053939,0.0,22.58731886943913
0,50.47954,-35.18872588419887,0.0,22.575997729905204
0,49.755745,-35.91467245604687,0.0,22.53422593603169
0,48.748775,-36.77119034205056,0.0,22.46261120567179
0,47.4975,-37.74804350004682,0.0,22.36246180482312
0,46.051125,-38.812530017303416,0.0,22.23554559461208
0,44.52309,-39.815832528909766,0.0,22.08389142461607
0,43.12346,-40.47341056621943,0.0,21.909634443581144
0,42.08378,-40.55807210872997,0.0,21.71490174691581
0,41.635662,-39.89627898400765,0.0,21.50173247898749
0,41.984222,-38.45112873005015,0.0,21.272025900530288
0,43.17506,-36.57776044621879,0.0,21.027511247796475
0,45.014454,-34.8511370579286,0.0,20.769733963976115
0,47.255627,-33.43972149161249,0.0,20.500053784967385
0,49.65195,-32.34828044671956,0.0,20.21965105068268
0,51.969204,-31.552999358646225,0.0,19.92953841115504
0,54.046814,-30.97064701683037,0.0,19.630575773682438
0,55.83459,-30.49496240472346,0.0,19.323486889970184
0,57.306973,-30.12737195301051,0.0,19.008876421118583
0,58.43849,-29.89467741827788,0.0,18.6872466594274
0,59.215134,-29.80857389240282,0.0,18.359013346692144
0,59.691032,-29.806166307523178,0.0,18.024520225314568
0,60.02247,-29.750324450103825,0.0,17.68405210555207
0,60.388496,-29.546314481924128,0.0,17.337846341753195
0,60.96823,-29.113179026666597,0.0,16.98610269245333
0,61.91853,-28.40179391073921,0.0,16.628991601769908
0,63.262505,-27.508266356082284,0.0,16.26666098900778
0,64.822586,-26.650000289724154,0.0,15.899241674747364
0,66.37664,-25.93708301529183,0.0,15.526851608800705
0,67.7026,-25.44747159120997,0.0,15.149599101242048
0,68.60198,-25.245819705125776,0.0,14.76758529451267
0,69.01764,-25.28766397579743,0.0,14.3809061540411
0,69.10434,-25.40584276187416,0.0,13.98965429812237
0,69.06402,-25.48749738097512,0.0,13.59392103565261
0,69.09868,-25.43389042744578,0.0,13.193799032696878
0,69.39485,-25.16030159943586,0.0,12.789386084488008
0,70.04594,-24.67069446185669,0.0,12.380790524614318
0,71.00554,-24.06143361373558,0.0,11.968138849692062
0,72.1963,-23.386209330428905,0.0,11.551586159692109
0,73.54087,-22.67935979825379,0.0,11.131329982471614
0,74.961975,-21.97271069239273,0.0,10.707627918558128
0,76.382324,-21.29722800745352,0.0,10.280819238935702
0,77.724594,-20.68430678172696,0.0,9.851350006336888
0,78.91136,-20.166711394421053,0.0,9.419800386794163
0,79.865036,-19.779241743579227,0.0,8.986911552587259
0,81.49024,-18.79358699202042,0.0,8.55360808513365
0,84.154915,-17.243198144774524,0.0,8.12101045621068
0,84.92384,-17.35886102455267,0.0,7.690431662005961
0,84.26119,-18.0234153495591,0.0,7.263353165387189
0,82.6306,-19.08717053786384,0.0,6.84137839423765
0,80.495255,-20.33247018452152,0.0,6.426166746760915
0,78.31794,-21.49869201177362,0.0,6.019355980069195
0,76.561165,-22.302207441210975,0.0,5.622484133320538
0,75.68732,-22.4645615539921,0.0,5.236922393392383
0,76.158775,-21.75276859491581,0.0,4.863827481567205
0,78.36096,-20.08267829493286,0.0,4.50411745030936
0,82.21675,-17.77516300993314,0.0,4.1584699923496125
0,86.9552,-15.41899893025928,0.0,3.82733887659554
0,91.65144,-13.33412563739958,0.0,3.510982494443375
0,95.380936,-11.799096965701892,0.0,3.2094985186120804
0,97.31338,-11.127991046372106,0.0,2.922859743065222
0,97.182465,-11.422351662862518,0.0,2.650947654780726
0,95.56766,-12.39569402228592,0.0,2.3935817272164464
0,93.23651,-13.68155766000941,0.0,2.150543580403792
0,90.956726,-14.864263347741916,0.0,1.9215959549483757
0,89.4476,-15.531590667169151,0.0,1.7064969294393872
0,89.13737,-15.486759042693352,0.0,1.5050100474736587
0,90.017624,-14.836514970906656,0.0,1.316911091088925
0,91.98295,-13.691868043887135,0.0,1.1419922083726222
0,94.92793,-12.13147789931188,0.0,0.9800640228113124
0,98.724144,-10.2300079994824,0.0,0.8309562523229274
0,103.10493,7.327953187111849,0.0,0.6945172656435346
0,107.596275,7.195236422757096,0.0,0.5706129126022277
0,111.67812,7.06745954470303,0.0,0.4591248868662301
0,114.830345,6.987561491262835,0.0,0.3599488157120024
0,116.59507,6.970343373945585,0.0,0.2729922202792305
0,116.887924,6.993572207254275,0.0,0.1981724498501934
0,116.184814,7.014719818607211,0.0,0.1354146630373212
0,115.08614,7.018045799976714,0.0,0.0846499055334124
0,114.192276,7.010119239350996,0.0,0.045813316689243
0,114.04524,7.001265206752946,0.0,0.018842484311767
0,114.8372,6.991849897893446,0.0,0.0036759576576878
0,116.23551,6.977740368561958,0.0,0.0002519217962346
0,117.79093,6.963807070245252,0.0,0.008507031682455
0,119.05416,6.962058216913883,0.0,0.0283754009223486
0,119.62497,6.980413531752709,0.0,0.0597877379465945
0,119.39759,7.007981763040899,0.0,0.1026706208559869
0,118.70803,7.022747196075732,0.0,0.1569459013449451
0,117.99042,7.021309623745208,0.0,0.2225302276892732
0,117.67886,7.008490378728057,0.0,0.2993346766807596
0,118.20746,6.985321314879748,0.0,0.3872644845144156
0,120.010284,6.94008442550648,0.0,0.4862188669172272
0,123.5214,6.841650666108694,0.0,0.5960909192005316
0,129.17485,6.639284049815151,0.0,0.7167675873839724
0,137.40463,6.271968687817527,0.0,0.84812970204985
