action,blood glucose,reward,mean_reward,TIR (%),meal,risk,time
[0.13279931],39.0,-20.0,-8.620458517718678,22.440087145969496,0.0,0.0,2025-01-01 22:57:00
[0.13279931],39.0,-20.0,-8.645196651375812,22.39130434782609,0.0,0.0,2025-01-01 23:00:00
[0.13279931],39.0,-20.0,-8.669827461242676,22.342733188720175,0.0,0.0,2025-01-01 23:03:00
[0.13279931],39.0,-20.0,-8.694351644226998,22.294372294372295,0.0,0.0,2025-01-01 23:06:00
[0.13279931],39.0,-20.0,-8.71876989121571,22.24622030237581,0.0,0.0,2025-01-01 23:09:00
[0.13279931],39.0,-20.0,-8.743082887139813,22.198275862068968,0.0,0.0,2025-01-01 23:12:00
[0.13279931],39.0,-20.0,-8.767291311038438,22.1505376344086,0.0,0.0,2025-01-01 23:15:00
[0.13279931],39.0,-20.0,-8.791395836122046,22.103004291845494,0.0,0.0,2025-01-01 23:18:00
[0.13279931],39.0,-20.0,-8.815397129834848,22.055674518201286,0.0,0.0,2025-01-01 23:21:00
[0.13279931],39.0,-20.0,-8.839295853916397,22.00854700854701,0.0,0.0,2025-01-01 23:24:00
[0.13279931],39.0,-20.0,-8.863092664462418,21.961620469083158,0.0,0.0,2025-01-01 23:27:00
[0.13279931],39.0,-20.0,-8.886788211984838,21.914893617021278,0.0,0.0,2025-01-01 23:30:00
[0.13279931],39.0,-20.0,-8.910383141471069,21.86836518046709,0.0,0.0,2025-01-01 23:33:00
[0.13279931],39.0,-20.0,-8.933878092442528,21.822033898305087,0.0,0.0,2025-01-01 23:36:00
[0.13279931],39.0,-20.0,-8.957273699012418,21.775898520084567,0.0,0.0,2025-01-01 23:39:00
[0.13279931],39.0,-20.0,-8.98057058994277,21.729957805907173,0.0,0.0,2025-01-01 23:42:00
[0.13279931],39.0,-20.0,-9.003769388700787,21.684210526315788,0.0,0.0,2025-01-01 23:45:00
[0.13279931],39.0,-20.0,-9.026870713514441,21.638655462184875,0.0,0.0,2025-01-01 23:48:00
[0.13279931],39.0,-20.0,-9.049875177427408,21.59329140461216,0.0,0.0,2025-01-01 23:51:00
[0.13279931],39.0,-20.0,-9.072783388353292,21.548117154811717,0.0,0.0,2025-01-01 23:54:00
[0.13279931],39.0,-20.0,-9.095595949129173,21.50313152400835,0.0,0.0,2025-01-01 23:57:00
[0.13279931],39.0,-20.0,-9.118313457568487,21.458333333333332,0.0,0.0,2025-01-02 00:00:00
